id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,r_days_from_arrest,is_violent_recid,vr_charge_degree,type_of_assessment,score_text,v_type_of_assessment,v_decile_score,v_score_text,start,end,event,two_year_recid,r_days_from_arrest_missing
5666,Male,39,25 - 45,Caucasian,0,4,0,0,3,-1.0,1.0,F,1,(F3),1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,2,928,1,0,0
5667,Male,35,25 - 45,Hispanic,0,6,0,0,5,-1.0,1.0,M,1,(M1),0.0,1,(M2),Risk of Recidivism,Medium,Risk of Violence,6,Medium,1,306,1,1,0
5668,Male,40,25 - 45,African-American,0,7,0,0,3,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,8,High,12,1048,0,0,1
5669,Male,32,25 - 45,African-American,0,8,0,0,17,0.0,0.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,2,Low,0,402,1,1,1
5671,Male,32,25 - 45,Caucasian,0,6,0,0,3,0.0,1.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,0,424,0,1,0
5672,Male,37,25 - 45,Other,0,1,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,858,0,0,1
5673,Male,32,25 - 45,African-American,0,6,0,0,10,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,0,106,1,1,1
5675,Male,47,Greater than 45,Caucasian,0,3,0,0,5,0.0,0.0,M,1,(F2),0.0,1,(F2),Risk of Recidivism,Low,Risk of Violence,2,Low,0,76,1,1,0
5676,Female,23,Less than 25,Caucasian,0,7,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,0,1173,0,0,1
5677,Male,63,Greater than 45,Caucasian,0,4,0,0,10,0.0,0.0,F,1,(M2),1.0,1,(F3),Risk of Recidivism,Low,Risk of Violence,1,Low,2,70,0,1,0
5678,Male,38,25 - 45,African-American,0,9,1,0,16,-1.0,1.0,F,1,(F3),1.0,1,(F3),Risk of Recidivism,High,Risk of Violence,10,High,241,744,1,1,0
5680,Male,32,25 - 45,African-American,0,5,0,0,6,-1.0,1.0,M,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,1,301,0,1,0
5681,Male,31,25 - 45,African-American,0,8,0,0,4,-1.0,1.0,F,1,(F2),0.0,1,(F1),Risk of Recidivism,High,Risk of Violence,3,Low,23,47,1,1,0
5684,Male,23,Less than 25,African-American,0,3,0,0,0,0.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,1,1077,0,0,1
5685,Male,38,25 - 45,Hispanic,0,5,0,0,1,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,125,1039,0,0,1
5686,Female,47,Greater than 45,Caucasian,0,1,0,0,0,-3.0,3.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,977,0,0,1
5687,Male,33,25 - 45,Caucasian,0,8,0,0,1,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,4,Low,9,36,1,1,1
5689,Male,22,Less than 25,Caucasian,0,4,0,0,1,-11.0,11.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,5,Medium,0,943,1,0,1
5692,Male,40,25 - 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,262,1,1,1
5693,Male,36,25 - 45,African-American,10,7,0,0,14,-1.0,1.0,F,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,173,211,1,1,0
5695,Female,65,Greater than 45,Caucasian,0,1,0,0,0,0.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,1060,0,0,1
5697,Female,22,Less than 25,African-American,0,3,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,4,Low,0,951,0,0,1
5698,Male,34,25 - 45,Hispanic,0,1,0,0,0,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1096,0,0,1
5699,Female,38,25 - 45,Hispanic,0,1,0,0,0,-1.0,2.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,880,0,0,1
5700,Female,26,25 - 45,Caucasian,0,3,0,0,4,-2.0,2.0,F,1,(M1),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,77,1,1,1
5701,Male,20,Less than 25,Hispanic,0,4,0,0,0,-1.0,1.0,M,1,(F3),1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,6,Medium,22,39,1,1,0
5703,Male,49,Greater than 45,Hispanic,0,1,0,0,0,-3.0,3.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1068,0,0,1
5711,Male,52,Greater than 45,Caucasian,0,9,0,0,2,0.0,0.0,F,1,(F1),0.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,1,Low,5,94,1,1,0
5713,Male,25,25 - 45,Other,0,2,0,0,2,-1.0,1.0,M,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,698,0,1,0
5716,Male,34,25 - 45,African-American,0,1,0,0,5,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,3,775,0,0,1
5717,Male,33,25 - 45,African-American,0,1,0,0,1,-1.0,1.0,M,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,412,1,1,1
5719,Male,21,Less than 25,African-American,0,7,1,2,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,9,High,0,215,0,0,1
5722,Male,46,Greater than 45,African-American,0,4,0,0,9,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,4,890,0,0,1
5724,Male,57,Greater than 45,Caucasian,0,4,0,0,1,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,608,0,0,1
5725,Male,22,Less than 25,African-American,0,3,0,1,2,0.0,0.0,F,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,6,Medium,0,82,1,1,0
5726,Female,48,Greater than 45,Caucasian,0,1,0,0,1,-1.0,1.0,M,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,88,1,1,0
5727,Male,40,25 - 45,African-American,0,5,0,0,21,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,29,1044,0,0,1
5728,Female,30,25 - 45,African-American,0,2,0,0,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1112,0,0,1
5729,Male,21,Less than 25,Caucasian,0,7,1,0,4,-1.0,1.0,M,1,(F2),0.0,1,(F2),Risk of Recidivism,Medium,Risk of Violence,6,Medium,32,204,1,1,0
5730,Female,39,25 - 45,African-American,0,10,2,0,22,-1.0,1.0,F,1,(M1),-1.0,1,(F2),Risk of Recidivism,High,Risk of Violence,3,Low,3,21,1,1,1
5732,Female,33,25 - 45,Caucasian,0,6,0,0,0,-1.0,1.0,M,1,(M1),-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,0,117,1,1,1
5733,Male,24,Less than 25,African-American,0,3,0,0,0,0.0,2.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,4,Low,0,1106,0,0,1
5735,Male,43,25 - 45,African-American,0,1,0,0,0,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,379,1,1,1
5736,Female,45,Greater than 45,Caucasian,0,1,0,0,0,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,895,0,0,1
5738,Male,51,Greater than 45,African-American,0,3,0,0,3,-18.0,18.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,935,0,0,1
5740,Male,31,25 - 45,African-American,0,7,0,0,9,-1.0,1.0,M,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,0,424,1,1,1
5741,Male,27,25 - 45,Caucasian,0,2,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,1,1059,0,0,1
5742,Male,32,25 - 45,African-American,0,2,0,0,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,805,0,0,1
5743,Male,49,Greater than 45,Caucasian,0,1,0,0,0,-3.0,3.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,949,0,0,1
5745,Male,29,25 - 45,African-American,0,3,0,0,2,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,26,956,0,0,1
5748,Male,23,Less than 25,African-American,0,6,1,0,2,-1.0,1.0,F,1,(F3),-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,0,6,1,1,1
5749,Male,30,25 - 45,Asian,0,3,0,0,6,-1.0,1.0,M,1,(M1),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,866,1,0,1
5753,Male,30,25 - 45,Caucasian,0,4,0,0,0,0.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,5,Medium,56,543,0,0,1
5754,Male,34,25 - 45,African-American,0,4,0,0,13,-1.0,1.0,F,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,474,1,1,0
5756,Male,33,25 - 45,African-American,0,6,0,0,4,0.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,0,53,0,0,1
5757,Male,28,25 - 45,African-American,0,2,0,0,1,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,956,0,0,1
5759,Male,29,25 - 45,African-American,0,8,0,0,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,8,High,40,1106,0,0,1
5760,Male,38,25 - 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,747,0,0,1
5761,Male,37,25 - 45,Caucasian,0,3,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,738,0,0,1
5762,Female,33,25 - 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,126,1,1,1
5763,Male,30,25 - 45,Hispanic,0,2,0,0,0,0.0,0.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,1132,0,0,1
5765,Male,51,Greater than 45,African-American,1,9,0,1,19,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,4,Low,12,344,0,0,1
5768,Male,65,Greater than 45,African-American,0,5,0,0,7,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,1,Low,0,607,0,0,1
5769,Female,32,25 - 45,African-American,0,1,0,0,1,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,837,0,0,1
5772,Male,38,25 - 45,Caucasian,0,7,0,0,5,-2.0,3.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,0,15,1,1,0
5773,Male,35,25 - 45,African-American,0,4,0,0,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,1013,0,0,1
5774,Male,57,Greater than 45,Caucasian,0,1,0,0,1,-26.0,26.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1024,0,0,1
5776,Male,26,25 - 45,Caucasian,0,3,0,0,1,0.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,1163,0,0,1
5779,Female,36,25 - 45,African-American,2,6,0,0,4,-1.0,1.0,M,1,(M2),-1.0,1,(M2),Risk of Recidivism,Medium,Risk of Violence,3,Low,1,313,1,1,1
5782,Female,33,25 - 45,Hispanic,0,4,0,0,2,-10.0,10.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,97,0,1,0
5784,Male,35,25 - 45,Caucasian,0,5,0,0,3,-1.0,1.0,F,1,(M1),1.0,1,(M1),Risk of Recidivism,Medium,Risk of Violence,3,Low,0,14,1,1,0
5785,Male,33,25 - 45,African-American,0,1,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,480,0,0,1
5787,Male,47,Greater than 45,Caucasian,0,1,0,0,0,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,1062,0,0,1
5789,Female,53,Greater than 45,Hispanic,0,1,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,951,0,0,1
5792,Male,35,25 - 45,Caucasian,0,4,0,0,1,-15.0,16.0,M,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,566,1,1,1
5793,Female,36,25 - 45,African-American,0,3,0,0,1,-1.0,1.0,F,1,(M2),0.0,1,(F3),Risk of Recidivism,Low,Risk of Violence,2,Low,0,120,0,1,0
5795,Female,25,25 - 45,Caucasian,0,3,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,827,0,0,1
5797,Male,52,Greater than 45,Hispanic,0,6,0,0,10,0.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,7,Medium,149,564,0,0,1
5801,Male,51,Greater than 45,Caucasian,0,3,0,0,6,0.0,0.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,2,6,1,1,0
5804,Male,24,Less than 25,African-American,0,8,0,4,8,-1.0,1.0,F,1,(F3),-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,8,High,214,279,1,1,1
5806,Male,32,25 - 45,Caucasian,0,2,0,0,0,-1.0,1.0,F,1,(F3),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,214,1,1,1
5808,Male,43,25 - 45,African-American,0,7,0,0,8,-1.0,1.0,F,1,(M2),1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,363,720,1,1,0
5809,Male,45,Greater than 45,African-American,1,7,0,1,20,-1.0,0.0,M,1,(F2),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,46,789,1,0,0
5810,Male,42,25 - 45,African-American,0,5,0,0,10,-1.0,17.0,M,1,(M1),132.0,1,(M1),Risk of Recidivism,Medium,Risk of Violence,1,Low,0,30,0,1,0
5811,Male,22,Less than 25,African-American,0,7,0,0,1,-1.0,1.0,F,1,(F3),-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,5,304,1,1,1
5812,Male,49,Greater than 45,African-American,0,4,0,0,4,-26.0,26.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,99,0,0,1
5813,Male,42,25 - 45,African-American,0,1,0,0,0,-3.0,4.0,F,1,(F2),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,31,39,1,1,0
5814,Male,40,25 - 45,Caucasian,0,8,0,0,0,-1.0,1.0,M,1,(F2),-1.0,1,(F2),Risk of Recidivism,High,Risk of Violence,10,High,29,79,1,1,1
5816,Male,25,25 - 45,African-American,0,7,1,0,2,-1.0,1.0,F,1,(F3),1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,0,67,1,1,0
5817,Male,25,25 - 45,Caucasian,0,5,0,0,0,-1.0,2.0,M,1,(M2),21.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,1,255,1,1,0
5818,Male,23,Less than 25,African-American,0,5,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,7,Medium,1,30,0,0,1
5820,Male,21,Less than 25,Caucasian,0,7,0,0,2,-1.0,1.0,F,1,(F3),1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,7,Medium,0,315,1,1,0
5821,Male,31,25 - 45,Caucasian,0,5,0,0,3,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,0,801,0,0,1
5824,Female,28,25 - 45,African-American,0,2,0,0,0,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,1,834,0,0,1
5825,Male,24,Less than 25,African-American,0,9,0,0,11,-1.0,1.0,F,1,(M2),94.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,5,Medium,50,213,1,1,0
5826,Male,45,Greater than 45,Caucasian,0,1,0,0,0,0.0,0.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,37,511,0,0,1
5827,Male,23,Less than 25,African-American,0,4,0,0,2,-1.0,1.0,M,1,(M1),203.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,4,Low,0,353,1,1,0
5828,Male,39,25 - 45,African-American,0,8,0,0,7,0.0,1.0,F,1,(F3),0.0,1,(F3),Risk of Recidivism,High,Risk of Violence,6,Medium,0,137,1,1,0
5831,Male,24,Less than 25,African-American,0,2,1,0,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,4,Low,0,819,0,0,1
5832,Male,46,Greater than 45,Caucasian,0,1,0,0,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,434,0,0,1
5833,Male,47,Greater than 45,Caucasian,0,1,0,0,3,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,1176,0,0,1
5836,Male,22,Less than 25,African-American,0,4,0,1,1,-1.0,1.0,M,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,5,Medium,0,332,1,1,1
5837,Female,34,25 - 45,Caucasian,0,2,0,0,0,-2.0,2.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,955,0,0,1
5838,Male,33,25 - 45,Caucasian,0,1,0,0,0,0.0,0.0,M,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,410,0,1,0
5842,Male,29,25 - 45,African-American,0,10,0,1,16,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,8,High,0,89,1,1,1
5846,Male,34,25 - 45,Hispanic,0,2,0,0,3,-6.0,6.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,139,0,0,1
5849,Male,29,25 - 45,African-American,0,6,0,0,0,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,1,1084,0,0,1
5850,Female,25,25 - 45,Caucasian,0,3,0,0,2,-1.0,1.0,M,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,442,1,1,1
5851,Male,34,25 - 45,Caucasian,0,6,0,0,16,-1.0,1.0,F,1,(M1),-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,6,Medium,0,628,1,1,1
5852,Female,55,Greater than 45,African-American,0,1,0,0,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1078,0,0,1
5853,Male,27,25 - 45,African-American,0,4,0,0,0,-1.0,1.0,F,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,4,Low,0,20,1,1,0
5854,Male,26,25 - 45,African-American,0,3,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,1133,0,0,1
5856,Male,39,25 - 45,African-American,2,9,2,1,19,-1.0,1.0,F,1,(F3),1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,7,Medium,179,393,1,1,0
5857,Male,24,Less than 25,African-American,0,7,0,0,1,0.0,0.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,7,Medium,0,811,0,0,1
5858,Male,29,25 - 45,Caucasian,0,2,0,0,0,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,1,1140,0,0,1
5863,Male,50,Greater than 45,African-American,0,1,0,0,13,0.0,0.0,F,1,(F3),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,4,1,1,1
5864,Male,25,25 - 45,Hispanic,0,5,0,0,2,-1.0,1.0,F,1,(F3),14.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,0,39,1,1,0
5865,Male,31,25 - 45,African-American,0,5,0,0,4,-12.0,12.0,F,1,(M2),68.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,0,198,1,1,0
5867,Male,31,25 - 45,Other,0,2,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,981,0,0,1
5869,Male,26,25 - 45,Caucasian,1,6,0,0,2,-1.0,1.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,8,High,0,958,1,0,0
5871,Male,54,Greater than 45,Caucasian,0,2,0,0,2,0.0,0.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,97,929,0,0,1
5873,Male,33,25 - 45,African-American,0,8,0,0,14,-1.0,1.0,F,1,(F7),-1.0,1,(F3),Risk of Recidivism,High,Risk of Violence,4,Low,0,86,1,1,1
5875,Male,22,Less than 25,African-American,0,4,0,0,0,-1.0,1.0,M,1,(M1),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,5,Medium,0,278,1,1,1
5877,Male,35,25 - 45,African-American,0,9,1,0,8,0.0,0.0,F,1,(F3),1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,8,High,239,1112,1,0,0
5878,Female,30,25 - 45,Other,0,7,0,0,4,-27.0,1.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,0,244,1,1,0
5880,Male,25,25 - 45,African-American,0,2,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,737,0,0,1
5881,Male,25,25 - 45,African-American,0,5,0,0,0,0.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,0,1150,0,0,1
5882,Male,44,25 - 45,African-American,0,2,0,0,0,-1.0,1.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,5,1,1,0
5883,Female,29,25 - 45,Caucasian,0,7,0,0,2,-1.0,1.0,F,1,(M1),1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,8,88,1,1,0
5885,Male,46,Greater than 45,Caucasian,0,3,0,0,2,-23.0,23.0,F,1,(F3),141.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,112,1,1,0
5886,Male,53,Greater than 45,Caucasian,0,1,0,0,0,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,4,879,0,0,1
5887,Male,24,Less than 25,African-American,0,7,0,0,2,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,1,649,1,1,1
5889,Female,52,Greater than 45,African-American,0,1,0,0,2,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,123,1,1,1
5890,Male,27,25 - 45,African-American,0,2,0,0,0,-1.0,1.0,M,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,131,1,1,1
5891,Male,41,25 - 45,Caucasian,0,1,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,880,0,0,1
5892,Female,21,Less than 25,African-American,0,5,0,0,0,-2.0,2.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,6,Medium,0,702,1,1,0
5895,Male,24,Less than 25,Caucasian,0,4,0,0,1,0.0,0.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,917,0,0,1
5898,Male,23,Less than 25,Caucasian,0,2,0,0,0,-1.0,2.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,4,Low,0,827,0,0,1
5899,Male,42,25 - 45,African-American,0,1,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1044,0,0,1
5902,Male,24,Less than 25,African-American,5,8,0,0,5,-1.0,1.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,9,High,0,361,1,1,0
