dataset_origin,id,race_group,sex,target_2yr_recid
NIJ,17211,White,M,0
NIJ,17212,Black,M,1
NIJ,17213,White,F,0
NIJ,17214,Black,M,1
NIJ,17215,White,F,1
NIJ,17216,Black,M,1
NIJ,17217,Black,M,1
NIJ,17218,Black,M,1
NIJ,17219,Black,M,0
NIJ,17220,Black,M,0
NIJ,17221,White,F,1
NIJ,17222,Black,M,0
NIJ,17223,Black,M,0
NIJ,17224,White,F,1
NIJ,17225,White,F,0
NIJ,17226,White,F,1
NIJ,17227,White,M,0
NIJ,17228,Black,M,1
NIJ,17230,White,M,1
NIJ,17231,Black,M,1
NIJ,17232,Black,M,0
NIJ,17233,Black,M,0
NIJ,17235,Black,M,0
NIJ,17236,Black,M,0
NIJ,17237,Black,M,0
NIJ,17238,Black,M,1
NIJ,17239,Black,M,1
NIJ,17240,Black,M,1
NIJ,17242,Black,M,0
NIJ,17243,Black,M,0
NIJ,17244,Black,M,1
NIJ,17245,White,M,0
NIJ,17246,Black,M,1
NIJ,17247,Black,M,0
NIJ,17248,White,M,1
NIJ,17249,White,M,1
NIJ,17250,Black,M,1
NIJ,17251,Black,M,0
NIJ,17252,Black,M,0
NIJ,17253,White,M,1
NIJ,17254,Black,M,1
NIJ,17255,White,F,0
NIJ,17256,Black,M,1
NIJ,17257,White,M,1
NIJ,17258,Black,M,1
NIJ,17259,Black,M,1
NIJ,17260,Black,M,0
NIJ,17261,Black,M,0
NIJ,17262,Black,M,0
NIJ,17263,White,M,1
NIJ,17264,Black,M,0
NIJ,17265,Black,M,1
NIJ,17266,White,F,0
NIJ,17267,White,F,0
NIJ,17268,Black,M,1
NIJ,17269,Black,M,1
NIJ,17270,Black,M,1
NIJ,17271,Black,F,0
NIJ,17272,White,M,0
NIJ,17273,Black,F,0
NIJ,17274,White,M,1
NIJ,17275,Black,M,0
NIJ,17276,White,M,1
NIJ,17277,Black,M,1
NIJ,17278,Black,M,0
NIJ,17279,Black,M,0
NIJ,17280,Black,M,1
NIJ,17281,White,M,1
NIJ,17282,Black,M,0
NIJ,17283,Black,M,1
NIJ,17284,White,F,0
NIJ,17285,White,M,1
NIJ,17286,Black,M,1
NIJ,17287,White,M,1
NIJ,17288,Black,M,1
NIJ,17289,White,M,1
NIJ,17290,Black,M,1
NIJ,17291,Black,F,0
NIJ,17292,White,M,1
NIJ,17293,Black,M,0
NIJ,17294,Black,M,0
NIJ,17295,Black,M,0
NIJ,17296,Black,M,1
NIJ,17297,White,M,0
NIJ,17298,Black,M,1
NIJ,17299,Black,M,0
NIJ,17300,White,M,0
NIJ,17301,White,M,1
NIJ,17302,White,M,1
NIJ,17303,White,F,0
NIJ,17304,Black,M,0
NIJ,17305,Black,M,0
NIJ,17306,Black,M,1
NIJ,17307,Black,M,1
NIJ,17308,Black,M,1
NIJ,17309,Black,M,1
NIJ,17310,Black,M,1
NIJ,17311,Black,M,0
NIJ,17312,White,M,1
NIJ,17313,Black,M,1
NIJ,17314,Black,M,1
NIJ,17315,White,F,0
NIJ,17316,Black,M,1
NIJ,17317,White,M,0
NIJ,17318,Black,M,1
NIJ,17319,White,F,0
NIJ,17320,Black,M,1
NIJ,17321,White,M,1
NIJ,17322,White,F,1
NIJ,17323,White,M,0
NIJ,17324,Black,M,1
NIJ,17325,Black,M,0
NIJ,17326,White,M,0
NIJ,17327,Black,M,1
NIJ,17328,White,M,1
NIJ,17329,Black,M,1
NIJ,17330,Black,M,0
NIJ,17331,Black,M,1
NIJ,17332,White,M,0
NIJ,17333,White,M,0
NIJ,17334,Black,F,0
NIJ,17335,White,F,1
NIJ,17338,Black,M,0
NIJ,17339,White,M,1
NIJ,17340,Black,M,0
NIJ,17341,Black,M,0
NIJ,17342,White,M,0
NIJ,17343,Black,M,0
NIJ,17344,Black,M,0
NIJ,17345,White,M,0
NIJ,17346,White,M,0
NIJ,17347,Black,M,1
NIJ,17348,Black,M,0
NIJ,17349,White,M,0
NIJ,17351,White,M,1
NIJ,17352,Black,M,0
NIJ,17353,Black,M,1
NIJ,17354,Black,M,0
NIJ,17355,Black,M,0
NIJ,17356,White,M,1
NIJ,17357,Black,M,1
NIJ,17358,White,F,0
NIJ,17359,White,M,0
NIJ,17360,Black,M,0
NIJ,17361,White,M,0
NIJ,17362,Black,M,1
NIJ,17363,Black,F,0
NIJ,17364,Black,F,1
NIJ,17365,Black,M,1
NIJ,17366,Black,F,0
NIJ,17367,White,M,0
NIJ,17368,Black,M,1
NIJ,17369,Black,M,0
NIJ,17370,White,M,1
NIJ,17371,White,M,0
NIJ,17372,White,M,0
NIJ,17373,White,M,0
NIJ,17374,Black,M,0
NIJ,17375,Black,M,1
NIJ,17376,Black,M,1
NIJ,17377,Black,M,1
NIJ,17378,Black,M,1
NIJ,17379,Black,M,0
NIJ,17380,White,M,1
NIJ,17381,Black,M,0
NIJ,17382,Black,F,1
NIJ,17383,White,M,0
NIJ,17384,Black,M,1
NIJ,17385,White,M,1
NIJ,17386,White,F,1
NIJ,17387,Black,M,0
NIJ,17388,White,M,0
NIJ,17389,Black,M,1
NIJ,17390,White,M,1
NIJ,17391,Black,M,1
NIJ,17392,Black,M,0
NIJ,17393,White,M,0
NIJ,17394,White,M,1
NIJ,17396,Black,M,0
NIJ,17397,Black,M,0
NIJ,17398,White,F,1
NIJ,17399,White,M,0
NIJ,17400,Black,M,0
NIJ,17401,Black,M,0
NIJ,17402,Black,M,1
NIJ,17403,Black,F,0
NIJ,17404,White,M,1
NIJ,17405,Black,M,1
NIJ,17406,White,M,1
NIJ,17407,White,F,0
NIJ,17408,Black,F,1
NIJ,17409,White,M,1
NIJ,17410,Black,M,0
NIJ,17411,Black,M,0
NIJ,17412,Black,M,1
NIJ,17413,Black,M,0
NIJ,17414,White,M,0
NIJ,17415,White,M,0
NIJ,17416,Black,M,0
NIJ,17417,Black,M,0
NIJ,17418,Black,M,1
NIJ,17419,White,M,0
NIJ,17420,White,F,0
NIJ,17421,White,M,0
NIJ,17422,White,M,1
NIJ,17423,Black,M,0
NIJ,17424,White,M,0
NIJ,17425,Black,M,0
NIJ,17426,White,F,0
NIJ,17427,White,M,0
NIJ,17428,Black,M,1
NIJ,17430,Black,M,0
NIJ,17431,Black,M,1
NIJ,17433,White,M,1
NIJ,17434,White,F,1
NIJ,17435,White,M,0
NIJ,17436,Black,M,0
NIJ,17437,White,F,0
NIJ,17438,Black,M,1
NIJ,17440,Black,M,1
NIJ,17441,Black,M,0
NIJ,17442,White,M,0
NIJ,17443,White,M,0
NIJ,17445,White,M,0
NIJ,17446,Black,M,1
NIJ,17447,Black,M,1
NIJ,17448,Black,M,1
NIJ,17449,Black,M,0
NIJ,17450,Black,M,1
NIJ,17451,White,M,1
NIJ,17452,Black,M,1
NIJ,17453,White,M,0
NIJ,17454,White,M,1
NIJ,17455,White,M,0
NIJ,17456,White,M,0
NIJ,17457,Black,M,0
NIJ,17458,Black,M,0
NIJ,17459,Black,M,1
NIJ,17460,Black,M,0
NIJ,17461,Black,M,0
NIJ,17462,White,M,0
NIJ,17463,Black,M,1
NIJ,17464,White,M,1
NIJ,17465,Black,M,1
NIJ,17466,Black,M,1
NIJ,17467,White,M,1
NIJ,17468,White,M,0
NIJ,17469,White,M,0
NIJ,17470,White,F,1
NIJ,17471,Black,M,0
NIJ,17472,White,M,1
NIJ,17473,Black,M,0
NIJ,17474,Black,M,1
NIJ,17476,Black,M,1
NIJ,17477,White,M,1
NIJ,17478,White,F,0
NIJ,17479,White,F,0
NIJ,17480,Black,M,0
NIJ,17481,Black,M,1
NIJ,17482,White,M,0
NIJ,17483,Black,M,0
NIJ,17485,Black,M,1
NIJ,17486,Black,M,1
NIJ,17487,White,M,1
NIJ,17488,White,M,1
NIJ,17489,White,M,1
NIJ,17490,White,M,0
NIJ,17491,Black,M,1
NIJ,17492,Black,F,0
NIJ,17493,White,F,1
NIJ,17494,White,M,0
NIJ,17495,White,M,0
NIJ,17496,Black,M,1
NIJ,17497,White,M,0
NIJ,17499,Black,M,1
NIJ,17500,Black,M,0
NIJ,17501,Black,M,1
NIJ,17502,White,M,0
NIJ,17503,White,F,0
NIJ,17504,White,M,1
NIJ,17505,White,M,1
NIJ,17506,White,M,0
NIJ,17507,White,M,1
NIJ,17509,Black,M,1
NIJ,17510,Black,F,1
NIJ,17511,Black,M,1
NIJ,17512,Black,M,1
NIJ,17513,Black,M,1
NIJ,17514,Black,F,0
NIJ,17515,Black,M,1
NIJ,17516,Black,M,1
NIJ,17517,White,M,1
NIJ,17518,Black,M,0
NIJ,17519,Black,M,1
NIJ,17520,White,M,1
NIJ,17521,White,F,1
NIJ,17523,White,M,1
NIJ,17525,Black,M,0
NIJ,17526,Black,M,1
NIJ,17527,White,M,0
NIJ,17528,Black,M,1
NIJ,17529,Black,M,1
NIJ,17530,Black,M,0
NIJ,17531,Black,M,1
NIJ,17532,White,M,1
NIJ,17533,White,F,1
NIJ,17534,Black,F,0
NIJ,17535,Black,M,0
NIJ,17538,White,M,0
NIJ,17539,Black,M,0
NIJ,17540,Black,M,1
NIJ,17541,Black,M,0
NIJ,17542,Black,M,1
NIJ,17544,Black,F,1
NIJ,17546,White,M,1
NIJ,17547,Black,M,0
NIJ,17548,Black,M,1
NIJ,17549,Black,F,0
NIJ,17551,Black,M,1
NIJ,17552,Black,M,1
NIJ,17553,White,M,1
NIJ,17554,Black,M,0
NIJ,17555,Black,M,1
NIJ,17556,White,F,1
NIJ,17557,White,F,0
NIJ,17558,Black,M,1
NIJ,17560,Black,M,1
NIJ,17562,Black,F,0
NIJ,17563,Black,F,0
NIJ,17564,Black,M,0
NIJ,17565,Black,M,1
NIJ,17566,White,F,1
NIJ,17567,Black,M,1
NIJ,17568,Black,M,0
NIJ,17569,White,M,0
NIJ,17571,White,F,1
NIJ,17572,White,M,1
NIJ,17573,White,M,0
NIJ,17574,Black,M,1
NIJ,17575,Black,M,1
NIJ,17576,Black,M,1
NIJ,17577,Black,M,0
NIJ,17578,Black,M,0
NIJ,17579,Black,M,1
NIJ,17580,Black,M,1
NIJ,17582,White,M,1
NIJ,17583,White,F,1
NIJ,17584,White,F,1
NIJ,17586,Black,M,0
NIJ,17587,Black,M,1
NIJ,17588,Black,M,1
NIJ,17590,White,M,0
NIJ,17592,Black,F,0
NIJ,17593,White,M,1
NIJ,17594,Black,M,1
NIJ,17595,Black,M,1
NIJ,17596,White,M,0
NIJ,17597,White,F,0
NIJ,17598,White,M,0
NIJ,17599,Black,M,1
NIJ,17600,Black,M,0
NIJ,17601,Black,F,0
NIJ,17604,Black,M,0
NIJ,17605,White,M,1
NIJ,17606,Black,M,1
NIJ,17607,White,M,1
NIJ,17608,Black,M,1
NIJ,17610,White,M,1
NIJ,17611,Black,M,1
NIJ,17612,Black,M,1
NIJ,17613,Black,M,1
NIJ,17614,White,M,1
NIJ,17615,White,M,0
NIJ,17616,Black,M,1
NIJ,17617,White,F,0
NIJ,17618,White,M,0
NIJ,17619,White,F,0
NIJ,17620,Black,F,0
NIJ,17621,Black,M,0
NIJ,17622,Black,M,1
NIJ,17623,White,F,0
NIJ,17624,Black,M,0
NIJ,17625,White,M,1
NIJ,17626,Black,M,0
NIJ,17627,Black,M,1
NIJ,17628,Black,M,0
NIJ,17629,Black,M,0
NIJ,17630,White,F,1
NIJ,17631,Black,M,0
NIJ,17632,Black,M,0
NIJ,17633,White,M,0
NIJ,17634,Black,M,1
NIJ,17635,White,M,0
NIJ,17636,Black,M,1
NIJ,17637,White,M,0
NIJ,17638,Black,M,1
NIJ,17639,Black,M,1
NIJ,17640,White,F,1
NIJ,17641,Black,M,1
NIJ,17642,White,F,0
NIJ,17643,White,M,1
NIJ,17644,Black,M,1
NIJ,17645,White,M,1
NIJ,17646,White,F,0
NIJ,17647,Black,M,1
NIJ,17648,Black,M,1
NIJ,17649,Black,M,1
NIJ,17650,Black,M,0
NIJ,17651,Black,M,1
NIJ,17652,Black,M,0
NIJ,17653,White,M,0
NIJ,17654,Black,M,1
NIJ,17655,Black,M,1
NIJ,17656,White,M,0
NIJ,17658,White,M,0
NIJ,17660,White,F,0
NIJ,17661,Black,M,0
NIJ,17662,White,M,0
NIJ,17663,Black,M,1
NIJ,17664,White,M,0
NIJ,17665,White,M,0
NIJ,17666,White,F,0
NIJ,17668,White,M,0
NIJ,17669,Black,M,1
NIJ,17670,Black,M,1
NIJ,17671,Black,M,0
NIJ,17672,Black,M,0
NIJ,17673,White,F,0
NIJ,17674,White,M,0
NIJ,17675,Black,M,1
NIJ,17676,White,M,0
NIJ,17678,White,M,1
NIJ,17679,White,M,0
NIJ,17680,Black,M,0
NIJ,17681,Black,F,1
NIJ,17682,White,M,0
NIJ,17683,White,M,1
NIJ,17684,Black,M,1
NIJ,17685,Black,M,0
NIJ,17686,Black,M,1
NIJ,17687,Black,M,1
NIJ,17688,White,M,0
NIJ,17689,Black,M,0
NIJ,17690,Black,M,1
NIJ,17691,Black,M,1
NIJ,17692,Black,M,0
NIJ,17693,Black,M,0
NIJ,17694,Black,M,1
NIJ,17695,Black,M,0
NIJ,17696,Black,M,1
NIJ,17697,White,M,0
NIJ,17698,Black,M,0
NIJ,17699,Black,M,1
NIJ,17700,Black,M,1
NIJ,17701,White,M,0
NIJ,17702,Black,M,0
NIJ,17703,Black,M,0
NIJ,17704,Black,M,1
NIJ,17705,White,M,1
NIJ,17706,White,M,1
NIJ,17707,Black,M,1
NIJ,17708,White,M,1
NIJ,17709,Black,M,0
NIJ,17710,Black,M,1
NIJ,17711,White,M,1
NIJ,17712,White,M,1
NIJ,17713,White,F,1
NIJ,17714,Black,M,0
NIJ,17715,White,M,1
NIJ,17716,White,M,0
NIJ,17717,White,F,0
NIJ,17718,Black,M,0
NIJ,17719,White,M,1
NIJ,17720,Black,M,1
NIJ,17721,Black,M,0
NIJ,17722,Black,M,0
NIJ,17723,Black,M,1
NIJ,17725,White,F,0
NIJ,17726,White,M,0
NIJ,17727,White,M,1
NIJ,17728,Black,M,0
NIJ,17729,White,M,1
NIJ,17730,White,M,0
NIJ,17731,White,M,1
NIJ,17732,Black,M,0
NIJ,17733,White,M,1
NIJ,17734,White,M,1
NIJ,17735,White,F,1
NIJ,17736,Black,M,0
NIJ,17737,Black,M,1
NIJ,17738,White,M,0
NIJ,17740,Black,F,0
NIJ,17741,White,F,1
NIJ,17742,Black,M,1
NIJ,17743,Black,M,0
NIJ,17744,Black,M,0
NIJ,17745,Black,M,1
NIJ,17746,Black,M,1
NIJ,17747,Black,M,1
NIJ,17748,White,M,0
NIJ,17749,White,M,0
NIJ,17750,White,F,1
NIJ,17751,White,M,1
NIJ,17752,White,M,1
NIJ,17753,Black,M,0
NIJ,17754,White,M,0
NIJ,17755,White,M,1
NIJ,17756,Black,M,0
NIJ,17757,White,M,0
NIJ,17758,White,M,0
NIJ,17759,Black,M,0
NIJ,17760,White,M,1
NIJ,17761,Black,M,1
NIJ,17762,White,M,1
NIJ,17763,Black,M,0
NIJ,17764,Black,M,1
NIJ,17765,White,M,0
NIJ,17766,White,M,1
NIJ,17767,Black,M,1
NIJ,17768,Black,M,1
NIJ,17769,White,M,0
NIJ,17770,White,M,1
NIJ,17771,Black,M,1
NIJ,17772,Black,M,0
NIJ,17773,Black,M,1
NIJ,17774,White,M,0
NIJ,17775,White,F,0
NIJ,17776,Black,M,0
NIJ,17777,Black,M,0
NIJ,17778,White,M,1
NIJ,17779,White,M,1
NIJ,17780,White,F,0
NIJ,17781,Black,M,0
NIJ,17782,Black,M,0
NIJ,17783,Black,M,1
NIJ,17784,White,M,0
NIJ,17785,Black,M,1
NIJ,17786,Black,M,0
NIJ,17787,White,M,1
NIJ,17788,Black,M,1
NIJ,17789,White,M,0
NIJ,17790,Black,M,0
NIJ,17791,Black,F,0
NIJ,17792,White,M,0
NIJ,17793,Black,M,1
NIJ,17794,Black,M,1
NIJ,17795,Black,M,1
NIJ,17796,Black,F,0
NIJ,17797,White,M,1
NIJ,17798,White,F,0
NIJ,17799,White,F,1
NIJ,17800,White,M,1
NIJ,17801,Black,F,0
NIJ,17802,White,F,1
NIJ,17803,Black,M,0
NIJ,17804,Black,M,0
NIJ,17805,Black,M,1
NIJ,17806,Black,M,1
NIJ,17807,Black,M,1
NIJ,17808,Black,F,1
NIJ,17809,Black,M,0
NIJ,17810,Black,F,0
NIJ,17811,Black,M,1
NIJ,17812,White,M,0
NIJ,17813,Black,M,1
NIJ,17814,Black,F,0
NIJ,17815,White,M,1
NIJ,17816,Black,M,0
NIJ,17817,White,F,0
NIJ,17818,White,M,0
NIJ,17819,Black,M,1
NIJ,17820,Black,M,1
NIJ,17821,White,M,0
NIJ,17823,Black,M,0
NIJ,17824,Black,M,0
NIJ,17825,Black,M,1
NIJ,17826,White,M,0
NIJ,17827,White,M,1
NIJ,17828,White,M,1
NIJ,17829,Black,M,0
NIJ,17830,White,M,0
NIJ,17832,White,M,1
NIJ,17833,Black,M,0
NIJ,17834,White,M,1
NIJ,17835,White,M,1
NIJ,17836,Black,M,0
NIJ,17837,White,M,1
NIJ,17838,Black,F,0
NIJ,17839,White,M,0
NIJ,17840,Black,M,0
NIJ,17841,Black,M,0
NIJ,17842,Black,M,0
NIJ,17843,Black,M,0
NIJ,17844,White,M,0
NIJ,17845,Black,M,0
NIJ,17846,White,M,1
NIJ,17848,Black,M,1
NIJ,17849,White,F,1
NIJ,17850,Black,F,0
NIJ,17851,Black,M,1
NIJ,17852,Black,F,0
NIJ,17853,Black,M,0
NIJ,17854,Black,F,1
NIJ,17855,Black,M,1
NIJ,17856,Black,M,0
NIJ,17857,Black,M,1
NIJ,17858,White,M,0
NIJ,17859,White,M,1
NIJ,17860,Black,M,1
NIJ,17861,Black,M,0
NIJ,17862,Black,M,1
NIJ,17863,Black,M,1
NIJ,17864,Black,M,0
NIJ,17865,White,M,0
NIJ,17866,White,M,0
NIJ,17867,Black,M,0
NIJ,17868,Black,M,1
NIJ,17869,White,M,1
NIJ,17870,White,M,0
NIJ,17871,Black,M,0
NIJ,17872,Black,M,1
NIJ,17873,Black,M,0
NIJ,17874,Black,M,0
NIJ,17875,Black,M,1
NIJ,17876,Black,M,1
NIJ,17877,White,M,0
NIJ,17878,White,M,0
NIJ,17879,Black,M,0
NIJ,17880,Black,M,0
NIJ,17881,Black,M,1
NIJ,17882,Black,M,0
NIJ,17883,White,M,1
NIJ,17884,Black,M,0
NIJ,17885,Black,M,0
NIJ,17886,Black,M,0
NIJ,17887,Black,F,0
NIJ,17888,Black,M,1
NIJ,17889,Black,M,1
NIJ,17890,Black,M,0
NIJ,17891,Black,M,0
NIJ,17892,Black,M,1
NIJ,17893,White,M,1
NIJ,17895,Black,F,0
NIJ,17896,Black,M,1
NIJ,17897,White,M,1
NIJ,17898,White,M,1
NIJ,17899,Black,M,0
NIJ,17900,White,F,0
NIJ,17901,White,M,0
NIJ,17902,Black,M,1
NIJ,17903,Black,F,0
NIJ,17904,Black,M,1
NIJ,17906,Black,M,1
NIJ,17907,Black,M,1
NIJ,17908,Black,M,1
NIJ,17909,Black,M,1
NIJ,17911,White,M,1
NIJ,17912,White,M,0
NIJ,17913,Black,M,1
NIJ,17914,White,F,0
NIJ,17915,White,M,1
NIJ,17916,Black,M,1
NIJ,17917,White,M,0
NIJ,17918,Black,M,0
NIJ,17919,White,M,0
NIJ,17920,Black,M,0
NIJ,17921,Black,M,1
NIJ,17922,Black,M,1
NIJ,17923,White,M,0
NIJ,17924,White,F,0
NIJ,17925,White,M,0
NIJ,17927,White,M,1
NIJ,17928,Black,M,1
NIJ,17929,Black,M,1
NIJ,17930,Black,M,1
NIJ,17931,Black,M,1
NIJ,17932,White,M,0
NIJ,17933,Black,F,0
NIJ,17934,White,M,0
NIJ,17935,Black,M,0
NIJ,17937,Black,M,0
NIJ,17938,White,M,1
NIJ,17939,White,F,0
NIJ,17940,White,M,0
NIJ,17941,White,M,0
NIJ,17942,Black,M,1
NIJ,17943,Black,M,0
NIJ,17944,White,M,1
NIJ,17945,White,M,0
NIJ,17946,Black,M,1
NIJ,17947,Black,M,0
NIJ,17948,Black,M,1
NIJ,17949,Black,M,0
NIJ,17950,Black,M,0
NIJ,17951,Black,M,0
NIJ,17952,Black,M,1
NIJ,17953,Black,M,0
NIJ,17954,Black,M,0
NIJ,17955,Black,M,1
NIJ,17956,White,M,0
NIJ,17957,Black,M,0
NIJ,17958,White,M,0
NIJ,17959,White,M,1
NIJ,17960,Black,M,1
NIJ,17962,White,M,0
NIJ,17963,White,M,0
NIJ,17964,White,M,0
NIJ,17965,Black,M,1
NIJ,17966,Black,M,1
NIJ,17967,White,M,1
NIJ,17968,Black,M,0
NIJ,17969,White,M,1
NIJ,17970,White,M,1
NIJ,17971,White,M,1
NIJ,17972,White,F,0
NIJ,17973,Black,M,1
NIJ,17974,White,M,1
NIJ,17975,Black,M,0
NIJ,17976,Black,M,0
NIJ,17977,Black,M,1
NIJ,17978,Black,M,1
NIJ,17979,Black,M,1
NIJ,17980,Black,M,1
NIJ,17981,Black,M,0
NIJ,17982,Black,M,0
NIJ,17983,Black,F,0
NIJ,17984,Black,M,1
NIJ,17985,White,M,0
NIJ,17986,Black,M,1
NIJ,17987,White,F,1
NIJ,17988,Black,F,0
NIJ,17989,White,M,1
NIJ,17990,Black,M,0
NIJ,17991,White,F,1
NIJ,17992,Black,M,0
NIJ,17993,White,M,0
NIJ,17994,White,M,1
NIJ,17995,White,M,1
NIJ,17996,White,M,0
NIJ,17997,Black,M,0
NIJ,17998,Black,M,1
NIJ,17999,Black,M,0
NIJ,18000,Black,M,0
NIJ,18001,White,F,0
NIJ,18002,Black,M,1
NIJ,18003,White,M,0
NIJ,18004,Black,M,0
NIJ,18005,White,F,1
NIJ,18006,White,M,0
NIJ,18007,Black,M,0
NIJ,18008,White,M,1
NIJ,18009,White,M,0
NIJ,18010,White,M,1
NIJ,18011,White,M,0
NIJ,18012,White,M,0
NIJ,18013,White,M,1
NIJ,18014,White,M,1
NIJ,18015,Black,M,1
NIJ,18016,Black,F,0
NIJ,18017,Black,M,1
NIJ,18018,Black,M,0
NIJ,18019,Black,M,1
NIJ,18020,Black,M,1
NIJ,18021,Black,M,1
NIJ,18022,White,M,1
NIJ,18023,Black,M,1
NIJ,18024,Black,M,0
NIJ,18025,Black,M,1
NIJ,18026,Black,M,1
NIJ,18027,Black,M,1
NIJ,18028,White,M,0
NIJ,18030,White,M,1
NIJ,18031,Black,M,1
NIJ,18032,White,F,0
NIJ,18033,White,M,1
NIJ,18034,Black,M,0
NIJ,18035,Black,M,1
NIJ,18036,White,M,1
NIJ,18037,White,M,1
NIJ,18038,White,M,0
NIJ,18040,White,M,0
NIJ,18041,White,F,0
NIJ,18042,Black,F,0
NIJ,18043,Black,M,0
NIJ,18044,White,F,0
NIJ,18045,White,M,1
NIJ,18046,Black,M,1
NIJ,18047,White,M,1
NIJ,18048,Black,M,1
NIJ,18049,Black,M,1
NIJ,18050,White,M,0
NIJ,18051,Black,M,0
NIJ,18052,Black,M,1
NIJ,18053,White,M,0
NIJ,18054,Black,M,0
NIJ,18055,Black,M,0
NIJ,18056,Black,M,1
NIJ,18057,Black,M,1
NIJ,18058,Black,M,1
NIJ,18059,Black,M,1
NIJ,18060,Black,M,0
NIJ,18061,White,M,1
NIJ,18062,Black,M,1
NIJ,18063,White,M,1
NIJ,18064,Black,M,0
NIJ,18065,Black,M,0
NIJ,18066,White,F,0
NIJ,18067,Black,M,0
NIJ,18069,Black,M,1
NIJ,18070,Black,M,0
NIJ,18071,Black,F,1
NIJ,18072,White,M,0
NIJ,18073,Black,M,0
NIJ,18074,Black,M,0
NIJ,18075,Black,M,1
NIJ,18076,White,F,0
NIJ,18077,White,M,0
NIJ,18079,Black,M,0
NIJ,18080,Black,M,0
NIJ,18081,White,F,1
NIJ,18082,Black,M,0
NIJ,18083,Black,F,0
NIJ,18084,White,M,0
NIJ,18085,Black,M,0
NIJ,18086,Black,M,0
NIJ,18087,White,F,1
NIJ,18088,Black,M,1
NIJ,18089,White,F,0
NIJ,18090,White,F,0
NIJ,18091,White,M,1
NIJ,18092,White,M,1
NIJ,18093,Black,M,0
NIJ,18094,White,F,1
NIJ,18095,Black,M,0
NIJ,18096,White,M,0
NIJ,18097,White,M,1
NIJ,18098,Black,F,0
NIJ,18099,White,M,1
NIJ,18100,White,M,0
NIJ,18101,Black,M,1
NIJ,18102,Black,M,1
NIJ,18103,Black,M,1
NIJ,18104,Black,M,0
NIJ,18105,White,M,1
NIJ,18106,White,M,0
NIJ,18107,White,M,0
NIJ,18108,White,M,0
NIJ,18109,Black,M,1
NIJ,18110,White,M,1
NIJ,18111,Black,M,1
NIJ,18112,Black,M,0
NIJ,18113,Black,M,1
NIJ,18114,White,M,1
NIJ,18115,White,M,1
NIJ,18116,Black,M,1
NIJ,18117,White,M,1
NIJ,18118,Black,M,0
NIJ,18119,Black,M,1
NIJ,18120,White,M,1
NIJ,18121,White,M,1
NIJ,18122,Black,M,1
NIJ,18123,White,F,0
NIJ,18124,White,M,0
NIJ,18125,White,M,1
NIJ,18126,Black,M,1
NIJ,18127,Black,M,1
NIJ,18128,Black,M,1
NIJ,18129,Black,M,0
NIJ,18130,Black,M,0
NIJ,18131,Black,M,0
NIJ,18132,White,M,0
NIJ,18133,Black,M,0
NIJ,18134,White,M,0
NIJ,18135,White,M,1
NIJ,18136,White,M,0
NIJ,18137,Black,M,1
NIJ,18138,Black,M,1
NIJ,18139,Black,M,0
NIJ,18140,Black,M,1
NIJ,18141,Black,M,0
NIJ,18142,Black,M,1
NIJ,18143,Black,M,0
NIJ,18144,Black,M,1
NIJ,18145,Black,M,0
NIJ,18146,White,M,0
NIJ,18147,Black,M,1
NIJ,18148,Black,M,1
NIJ,18149,White,M,1
NIJ,18150,White,M,0
NIJ,18151,Black,M,0
NIJ,18152,Black,M,1
NIJ,18153,Black,M,0
NIJ,18154,White,M,1
NIJ,18155,Black,M,1
NIJ,18156,White,M,1
NIJ,18157,Black,M,0
NIJ,18158,Black,M,0
NIJ,18160,Black,M,0
NIJ,18161,Black,M,0
NIJ,18162,Black,M,1
NIJ,18163,Black,M,1
NIJ,18164,Black,M,0
NIJ,18166,White,M,1
NIJ,18167,White,F,1
NIJ,18168,Black,M,1
NIJ,18169,Black,M,1
NIJ,18170,White,F,1
NIJ,18171,Black,M,1
NIJ,18172,White,M,1
NIJ,18173,White,M,0
NIJ,18174,White,M,1
NIJ,18175,Black,M,0
NIJ,18176,White,F,0
NIJ,18177,Black,M,0
NIJ,18178,White,M,1
NIJ,18179,Black,M,1
NIJ,18180,Black,F,0
NIJ,18182,White,M,0
NIJ,18183,Black,M,0
NIJ,18184,Black,M,0
NIJ,18185,Black,M,0
NIJ,18186,White,M,1
NIJ,18187,Black,M,1
NIJ,18188,Black,M,1
NIJ,18190,White,M,0
NIJ,18191,White,F,1
NIJ,18192,Black,M,1
NIJ,18193,White,M,1
NIJ,18194,Black,M,1
NIJ,18195,Black,M,1
NIJ,18196,Black,M,1
NIJ,18197,Black,M,0
NIJ,18198,White,M,1
NIJ,18199,Black,M,0
NIJ,18200,White,M,1
NIJ,18201,Black,M,0
NIJ,18202,Black,M,0
NIJ,18204,White,F,0
NIJ,18205,White,M,0
NIJ,18206,Black,M,0
NIJ,18207,Black,M,1
NIJ,18208,White,M,1
NIJ,18209,Black,M,1
NIJ,18210,Black,M,1
NIJ,18211,White,M,0
NIJ,18212,Black,M,0
NIJ,18213,Black,M,1
NIJ,18214,Black,M,1
NIJ,18215,White,M,0
NIJ,18217,White,M,1
NIJ,18218,Black,M,0
NIJ,18219,Black,M,0
NIJ,18220,Black,M,1
NIJ,18221,Black,M,1
NIJ,18222,White,M,1
NIJ,18223,Black,M,1
NIJ,18224,White,M,0
